"","X.1","X","Site_Name","Common_Name","Phenophase_Name","Observation_Date","Day_of_Year","Phenophase_Status","Intensity_Category_ID","Intensity_Value"
"176",11566,118265,"Site G","beach plum","Breaking leaf buds",2018-03-20,79,0,39,0
"178",11568,118267,"Site G","beach plum","Breaking leaf buds",2018-05-15,135,1,39,4
"179",11569,118268,"Site G","beach plum","Breaking leaf buds",2018-04-24,114,0,39,0
"180",11570,118269,"Site G","beach plum","Breaking leaf buds",2018-04-09,99,0,39,0
"181",11571,118270,"Site G","beach plum","Breaking leaf buds",2018-05-02,122,0,39,0
"182",11572,118271,"Site G","beach plum","Breaking leaf buds",2018-05-08,128,0,39,0
"183",11573,118272,"Site G","beach plum","Breaking leaf buds",2018-05-11,131,0,39,0
"184",11574,118273,"Site G","beach plum","Breaking leaf buds",2018-05-21,141,1,39,5
"185",11575,118274,"Site G","beach plum","Breaking leaf buds",2018-05-29,149,1,39,6
"186",11576,118275,"Site G","beach plum","Breaking leaf buds",2018-05-25,145,1,39,3
"187",11577,118276,"Site G","beach plum","Breaking leaf buds",2018-06-05,156,1,39,3
"188",11578,118277,"Site G","beach plum","Breaking leaf buds",2018-06-08,159,1,39,5
"189",11579,118278,"Site G","beach plum","Breaking leaf buds",2018-06-14,165,1,39,4
"190",11580,118279,"Site G","beach plum","Breaking leaf buds",2018-06-18,169,1,39,5
"191",11581,118280,"Site G","beach plum","Breaking leaf buds",2018-06-21,172,1,39,5
"192",11582,118281,"Site G","beach plum","Breaking leaf buds",2018-06-25,176,0,39,0
"193",11583,118282,"Site G","beach plum","Breaking leaf buds",2018-06-29,180,1,39,5
"194",11584,118283,"Site G","beach plum","Breaking leaf buds",2018-07-02,183,0,39,0
"195",11585,118284,"Site G","beach plum","Breaking leaf buds",2018-07-06,187,0,39,0
"196",11586,118285,"Site G","beach plum","Breaking leaf buds",2018-07-09,190,0,39,0
"197",11587,118286,"Site G","beach plum","Breaking leaf buds",2018-07-13,194,0,39,0
"198",11588,118287,"Site G","beach plum","Breaking leaf buds",2018-07-16,197,0,39,0
"199",11589,118288,"Site G","beach plum","Breaking leaf buds",2018-07-20,201,0,39,0
"200",11590,118289,"Site G","beach plum","Breaking leaf buds",2018-07-23,204,0,39,0
"201",11591,118290,"Site G","beach plum","Breaking leaf buds",2018-07-27,208,0,39,0
"202",11592,118291,"Site G","beach plum","Breaking leaf buds",2018-08-01,213,0,39,0
"203",11593,118292,"Site G","beach plum","Breaking leaf buds",2018-08-06,218,0,39,0
"204",11594,118293,"Site G","beach plum","Breaking leaf buds",2018-08-09,221,0,39,0
"205",11595,118294,"Site G","beach plum","Breaking leaf buds",2018-08-13,225,0,39,0
"328",11718,118417,"Site G","beach plum","Breaking leaf buds",2018-03-20,79,0,39,0
"330",11720,118419,"Site G","beach plum","Breaking leaf buds",2018-05-15,135,0,39,0
"331",11721,118420,"Site G","beach plum","Breaking leaf buds",2018-04-24,114,0,39,0
"332",11722,118421,"Site G","beach plum","Breaking leaf buds",2018-04-09,99,0,39,0
"333",11723,118422,"Site G","beach plum","Breaking leaf buds",2018-05-02,122,0,39,0
"334",11724,118423,"Site G","beach plum","Breaking leaf buds",2018-05-08,128,0,39,0
"335",11725,118424,"Site G","beach plum","Breaking leaf buds",2018-05-11,131,0,39,0
"336",11726,118425,"Site G","beach plum","Breaking leaf buds",2018-05-21,141,0,39,0
"337",11727,118426,"Site G","beach plum","Breaking leaf buds",2018-05-29,149,1,39,3
"338",11728,118427,"Site G","beach plum","Breaking leaf buds",2018-05-25,145,1,39,4
"339",11729,118428,"Site G","beach plum","Breaking leaf buds",2018-06-05,156,1,39,4
"340",11730,118429,"Site G","beach plum","Breaking leaf buds",2018-06-08,159,1,39,6
"341",11731,118430,"Site G","beach plum","Breaking leaf buds",2018-06-14,165,1,39,5
"342",11732,118431,"Site G","beach plum","Breaking leaf buds",2018-06-18,169,1,39,4
"343",11733,118432,"Site G","beach plum","Breaking leaf buds",2018-06-21,172,1,39,6
"344",11734,118433,"Site G","beach plum","Breaking leaf buds",2018-06-25,176,1,39,5
"345",11735,118434,"Site G","beach plum","Breaking leaf buds",2018-06-29,180,1,39,4
"346",11736,118435,"Site G","beach plum","Breaking leaf buds",2018-07-02,183,0,39,0
"347",11737,118436,"Site G","beach plum","Breaking leaf buds",2018-07-06,187,0,39,0
"348",11738,118437,"Site G","beach plum","Breaking leaf buds",2018-07-09,190,0,39,0
"349",11739,118438,"Site G","beach plum","Breaking leaf buds",2018-07-13,194,0,39,0
"350",11740,118439,"Site G","beach plum","Breaking leaf buds",2018-07-16,197,0,39,0
"351",11741,118440,"Site G","beach plum","Breaking leaf buds",2018-07-20,201,0,39,0
"352",11742,118441,"Site G","beach plum","Breaking leaf buds",2018-07-23,204,0,39,0
"353",11743,118442,"Site G","beach plum","Breaking leaf buds",2018-07-27,208,0,39,0
"354",11744,118443,"Site G","beach plum","Breaking leaf buds",2018-08-01,213,0,39,0
"355",11745,118444,"Site G","beach plum","Breaking leaf buds",2018-08-06,218,0,39,0
"356",11746,118445,"Site G","beach plum","Breaking leaf buds",2018-08-09,221,0,39,0
"357",11747,118446,"Site G","beach plum","Breaking leaf buds",2018-08-13,225,0,39,0
