"","X.1","X","Site_Name","Common_Name","Phenophase_Name","Observation_Date","Day_of_Year","Phenophase_Status","Intensity_Category_ID","Intensity_Value"
"423",5863,57146,"Site D","beach plum","Breaking leaf buds",2016-04-27,118,0,39,0
"424",5864,57147,"Site D","beach plum","Breaking leaf buds",2016-04-11,102,0,39,0
"425",5865,57148,"Site D","beach plum","Breaking leaf buds",2016-04-22,113,0,39,0
"426",5866,57149,"Site D","beach plum","Breaking leaf buds",2016-04-29,120,0,39,0
"427",5867,57150,"Site D","beach plum","Breaking leaf buds",2016-05-13,134,0,39,0
"428",5868,57151,"Site D","beach plum","Breaking leaf buds",2016-05-20,141,0,39,0
"429",5869,57152,"Site D","beach plum","Breaking leaf buds",2016-05-31,152,1,39,5
"430",5870,57153,"Site D","beach plum","Breaking leaf buds",2016-06-09,161,0,39,0
"431",5871,57154,"Site D","beach plum","Breaking leaf buds",2016-06-07,159,1,39,5
"432",5872,57155,"Site D","beach plum","Breaking leaf buds",2016-05-26,147,1,39,4
"433",5873,57156,"Site D","beach plum","Breaking leaf buds",2016-06-14,166,1,39,3
"434",5874,57157,"Site D","beach plum","Breaking leaf buds",2016-06-03,155,1,39,5
"435",5875,57158,"Site D","beach plum","Breaking leaf buds",2016-06-16,168,0,39,0
"436",5876,57159,"Site D","beach plum","Breaking leaf buds",2016-04-21,112,0,39,0
"437",5877,57160,"Site D","beach plum","Breaking leaf buds",2016-03-20,80,0,39,0
"438",5878,57161,"Site D","beach plum","Breaking leaf buds",2016-06-21,173,0,39,0
"439",5879,57162,"Site D","beach plum","Breaking leaf buds",2016-06-28,180,0,39,0
"440",5880,57163,"Site D","beach plum","Breaking leaf buds",2016-06-30,182,0,39,0
"441",5881,57164,"Site D","beach plum","Breaking leaf buds",2016-07-05,187,0,39,0
"442",5882,57165,"Site D","beach plum","Breaking leaf buds",2016-07-07,189,0,39,0
"443",5883,57166,"Site D","beach plum","Breaking leaf buds",2016-07-12,194,0,39,0
"444",5884,57167,"Site D","beach plum","Breaking leaf buds",2016-07-13,195,0,39,0
"445",5885,57168,"Site D","beach plum","Breaking leaf buds",2016-07-19,201,0,39,0
"446",5886,57169,"Site D","beach plum","Breaking leaf buds",2016-07-21,203,0,39,0
"447",5887,57170,"Site D","beach plum","Breaking leaf buds",2016-07-26,208,0,39,0
"448",5888,57171,"Site D","beach plum","Breaking leaf buds",2016-07-28,210,0,39,0
"449",5889,57172,"Site D","beach plum","Breaking leaf buds",2016-08-04,217,0,39,0
"450",5890,57173,"Site D","beach plum","Breaking leaf buds",2016-08-09,222,0,39,0
"451",5891,57174,"Site D","beach plum","Breaking leaf buds",2016-08-16,229,0,39,0
"452",5892,57175,"Site D","beach plum","Breaking leaf buds",2016-08-18,231,0,39,0
"453",5893,57176,"Site D","beach plum","Breaking leaf buds",2016-08-25,238,0,39,0
"454",5894,57177,"Site D","beach plum","Breaking leaf buds",2016-08-30,243,0,39,0
"456",5896,57179,"Site D","beach plum","Breaking leaf buds",2016-09-08,252,0,39,0
"457",5897,57180,"Site D","beach plum","Breaking leaf buds",2016-09-13,257,0,39,0
"458",5898,57181,"Site D","beach plum","Breaking leaf buds",2016-09-21,265,0,39,0
"459",5899,57182,"Site D","beach plum","Breaking leaf buds",2016-10-05,279,0,39,0
"460",5900,57183,"Site D","beach plum","Breaking leaf buds",2016-10-20,294,0,39,0
