,X,Site_Name,Common_Name,Phenophase_Name,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value
5543,56826,Site D,beach plum,Breaking leaf buds,9/22/2015,265,0,39,0
5544,56827,Site D,beach plum,Breaking leaf buds,6/25/2015,176,1,39,2
5545,56828,Site D,beach plum,Breaking leaf buds,10/6/2015,279,0,39,0
5546,56829,Site D,beach plum,Breaking leaf buds,10/8/2015,281,0,39,0
5547,56830,Site D,beach plum,Breaking leaf buds,10/13/2015,286,0,39,0
5548,56831,Site D,beach plum,Breaking leaf buds,10/15/2015,288,0,39,0
5549,56832,Site D,beach plum,Breaking leaf buds,10/20/2015,293,0,39,0
5550,56833,Site D,beach plum,Breaking leaf buds,10/22/2015,295,0,39,0
5551,56834,Site D,beach plum,Breaking leaf buds,10/27/2015,300,0,39,0
5552,56835,Site D,beach plum,Breaking leaf buds,5/17/2016,138,0,39,0
5553,56836,Site D,beach plum,Breaking leaf buds,5/23/2016,144,1,39,3
5554,56837,Site D,beach plum,Breaking leaf buds,5/6/2016,127,0,39,0
5555,56838,Site D,beach plum,Breaking leaf buds,4/27/2016,118,0,39,0
5556,56839,Site D,beach plum,Breaking leaf buds,4/11/2016,102,0,39,0
5557,56840,Site D,beach plum,Breaking leaf buds,4/22/2016,113,0,39,0
5558,56841,Site D,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
5559,56842,Site D,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
5560,56843,Site D,beach plum,Breaking leaf buds,5/20/2016,141,0,39,0
5561,56844,Site D,beach plum,Breaking leaf buds,5/31/2016,152,1,39,4
5562,56845,Site D,beach plum,Breaking leaf buds,6/9/2016,161,1,39,4
5563,56846,Site D,beach plum,Breaking leaf buds,6/7/2016,159,1,39,4
5564,56847,Site D,beach plum,Breaking leaf buds,5/26/2016,147,1,39,3
5565,56848,Site D,beach plum,Breaking leaf buds,6/14/2016,166,0,39,0
5566,56849,Site D,beach plum,Breaking leaf buds,6/3/2016,155,1,39,4
5567,56850,Site D,beach plum,Breaking leaf buds,6/16/2016,168,0,39,0
5568,56851,Site D,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
5569,56852,Site D,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
5570,56853,Site D,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
5571,56854,Site D,beach plum,Breaking leaf buds,6/28/2016,180,0,39,0
5572,56855,Site D,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
5573,56856,Site D,beach plum,Breaking leaf buds,7/5/2016,187,0,39,0
5574,56857,Site D,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
5575,56858,Site D,beach plum,Breaking leaf buds,7/12/2016,194,1,39,1
5576,56859,Site D,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
5577,56860,Site D,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
5578,56861,Site D,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
5579,56862,Site D,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
5580,56863,Site D,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
5581,56864,Site D,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
5582,56865,Site D,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
5583,56866,Site D,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
5584,56867,Site D,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
5585,56868,Site D,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
5586,56869,Site D,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
5587,56870,Site D,beach plum,Breaking leaf buds,4/2/2015,92,0,39,0
5588,56871,Site D,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
5589,56872,Site D,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
5590,56873,Site D,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
5591,56874,Site D,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
5592,56875,Site D,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
5593,56876,Site D,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
5594,56877,Site D,beach plum,Breaking leaf buds,3/22/2017,81,0,39,0
5595,56878,Site D,beach plum,Breaking leaf buds,4/3/2017,93,0,39,0
5596,56879,Site D,beach plum,Breaking leaf buds,4/11/2017,101,0,39,0
5597,56880,Site D,beach plum,Breaking leaf buds,4/18/2017,108,0,39,0
5598,56881,Site D,beach plum,Breaking leaf buds,4/27/2017,117,0,39,0
5599,56882,Site D,beach plum,Breaking leaf buds,5/3/2017,123,0,39,0
5600,56883,Site D,beach plum,Breaking leaf buds,5/9/2017,129,0,39,0
5601,56884,Site D,beach plum,Breaking leaf buds,5/16/2017,136,0,39,0
5602,56885,Site D,beach plum,Breaking leaf buds,5/22/2017,142,1,39,3
5603,56886,Site D,beach plum,Breaking leaf buds,5/30/2017,150,1,39,3
5604,56887,Site D,beach plum,Breaking leaf buds,6/7/2017,158,1,39,4
5605,56888,Site D,beach plum,Breaking leaf buds,6/13/2017,164,0,39,0
5606,56889,Site D,beach plum,Breaking leaf buds,6/16/2017,167,1,39,4
5607,56890,Site D,beach plum,Breaking leaf buds,5/14/2015,134,0,39,0
5608,56891,Site D,beach plum,Breaking leaf buds,6/23/2017,174,1,39,2
5609,56892,Site D,beach plum,Breaking leaf buds,6/27/2017,178,1,39,3
5610,56893,Site D,beach plum,Breaking leaf buds,6/29/2017,180,1,39,3
5611,56894,Site D,beach plum,Breaking leaf buds,7/6/2017,187,1,39,2
5612,56895,Site D,beach plum,Breaking leaf buds,7/10/2017,191,1,39,2
5613,56896,Site D,beach plum,Breaking leaf buds,7/14/2017,195,1,39,2
5614,56897,Site D,beach plum,Breaking leaf buds,7/18/2017,199,1,39,2
5615,56898,Site D,beach plum,Breaking leaf buds,7/21/2017,202,1,39,1
5616,56899,Site D,beach plum,Breaking leaf buds,7/26/2017,207,1,39,2
5617,56900,Site D,beach plum,Breaking leaf buds,7/31/2017,212,1,39,1
5618,56901,Site D,beach plum,Breaking leaf buds,8/4/2017,216,1,39,1
5619,56902,Site D,beach plum,Breaking leaf buds,8/8/2017,220,1,39,1
5620,56903,Site D,beach plum,Breaking leaf buds,8/11/2017,223,0,39,0
5621,56904,Site D,beach plum,Breaking leaf buds,8/14/2017,226,0,39,0
5622,56905,Site D,beach plum,Breaking leaf buds,8/22/2017,234,0,39,0
5623,56906,Site D,beach plum,Breaking leaf buds,8/25/2017,237,0,39,0
5624,56907,Site D,beach plum,Breaking leaf buds,8/18/2017,230,0,39,0
5625,56908,Site D,beach plum,Breaking leaf buds,11/15/2017,319,0,39,0
5626,56909,Site D,beach plum,Breaking leaf buds,9/18/2017,261,0,39,0
5627,56910,Site D,beach plum,Breaking leaf buds,10/2/2017,275,0,39,0
5628,56911,Site D,beach plum,Breaking leaf buds,9/12/2017,255,0,39,0
5629,56912,Site D,beach plum,Breaking leaf buds,3/20/2018,79,0,39,0
5630,56913,Site D,beach plum,Breaking leaf buds,10/23/2017,296,0,39,0
5631,56914,Site D,beach plum,Breaking leaf buds,5/16/2018,136,0,39,0
5632,56915,Site D,beach plum,Breaking leaf buds,4/24/2018,114,0,39,0
5633,56916,Site D,beach plum,Breaking leaf buds,4/9/2018,99,0,39,0
5634,56917,Site D,beach plum,Breaking leaf buds,5/2/2018,122,0,39,0
5635,56918,Site D,beach plum,Breaking leaf buds,5/8/2018,128,0,39,0
5636,56919,Site D,beach plum,Breaking leaf buds,5/11/2018,131,0,39,0
5637,56920,Site D,beach plum,Breaking leaf buds,5/21/2018,141,0,39,0
5638,56921,Site D,beach plum,Breaking leaf buds,5/29/2018,149,1,39,2
5639,56922,Site D,beach plum,Breaking leaf buds,5/25/2018,145,1,39,2
5640,56923,Site D,beach plum,Breaking leaf buds,6/5/2018,156,1,39,3
5641,56924,Site D,beach plum,Breaking leaf buds,6/8/2018,159,1,39,5
5642,56925,Site D,beach plum,Breaking leaf buds,6/14/2018,165,1,39,3
5643,56926,Site D,beach plum,Breaking leaf buds,6/18/2018,169,1,39,4
5644,56927,Site D,beach plum,Breaking leaf buds,6/21/2018,172,1,39,4
5645,56928,Site D,beach plum,Breaking leaf buds,6/25/2018,176,1,39,4
5646,56929,Site D,beach plum,Breaking leaf buds,6/29/2018,180,1,39,4
5647,56930,Site D,beach plum,Breaking leaf buds,7/2/2018,183,0,39,0
5648,56931,Site D,beach plum,Breaking leaf buds,7/6/2018,187,0,39,0
5649,56932,Site D,beach plum,Breaking leaf buds,7/9/2018,190,0,39,0
5650,56933,Site D,beach plum,Breaking leaf buds,7/13/2018,194,0,39,0
5651,56934,Site D,beach plum,Breaking leaf buds,7/16/2018,197,0,39,0
5652,56935,Site D,beach plum,Breaking leaf buds,7/20/2018,201,0,39,0
5653,56936,Site D,beach plum,Breaking leaf buds,7/23/2018,204,0,39,0
5654,56937,Site D,beach plum,Breaking leaf buds,7/27/2018,208,0,39,0
5655,56938,Site D,beach plum,Breaking leaf buds,8/1/2018,213,0,39,0
5656,56939,Site D,beach plum,Breaking leaf buds,8/6/2018,218,0,39,0
5657,56940,Site D,beach plum,Breaking leaf buds,8/9/2018,221,0,39,0
5658,56941,Site D,beach plum,Breaking leaf buds,8/13/2018,225,0,39,0
5659,56942,Site D,beach plum,Breaking leaf buds,4/9/2015,99,0,39,0
5660,56943,Site D,beach plum,Breaking leaf buds,4/14/2015,104,0,39,0
5661,56944,Site D,beach plum,Breaking leaf buds,4/21/2015,111,0,39,0
5662,56945,Site D,beach plum,Breaking leaf buds,4/28/2015,118,0,39,0
5663,56946,Site D,beach plum,Breaking leaf buds,4/30/2015,120,0,39,0
5664,56947,Site D,beach plum,Breaking leaf buds,5/5/2015,125,0,39,0
5665,56948,Site D,beach plum,Breaking leaf buds,5/12/2015,132,0,39,0
5666,56949,Site D,beach plum,Breaking leaf buds,4/23/2015,113,0,39,0
5667,56950,Site D,beach plum,Breaking leaf buds,5/7/2015,127,0,39,0
5668,56951,Site D,beach plum,Breaking leaf buds,5/26/2015,146,0,39,0
5669,56952,Site D,beach plum,Breaking leaf buds,5/28/2015,148,1,39,3
5670,56953,Site D,beach plum,Breaking leaf buds,6/2/2015,153,1,39,2
5671,56954,Site D,beach plum,Breaking leaf buds,6/4/2015,155,1,39,2
5672,56955,Site D,beach plum,Breaking leaf buds,6/9/2015,160,0,39,0
5673,56956,Site D,beach plum,Breaking leaf buds,6/11/2015,162,1,39,2
5674,56957,Site D,beach plum,Breaking leaf buds,6/16/2015,167,1,39,2
5675,56958,Site D,beach plum,Breaking leaf buds,6/18/2015,169,1,39,2
5676,56959,Site D,beach plum,Breaking leaf buds,6/23/2015,174,0,39,0
5677,56960,Site D,beach plum,Breaking leaf buds,7/2/2015,183,1,39,1
5678,56961,Site D,beach plum,Breaking leaf buds,7/7/2015,188,0,39,0
5679,56962,Site D,beach plum,Breaking leaf buds,7/9/2015,190,0,39,0
5680,56963,Site D,beach plum,Breaking leaf buds,7/16/2015,197,0,39,0
5681,56964,Site D,beach plum,Breaking leaf buds,6/30/2015,181,1,39,2
5682,56965,Site D,beach plum,Breaking leaf buds,7/28/2015,209,0,39,0
5683,56966,Site D,beach plum,Breaking leaf buds,7/23/2015,204,0,39,0
5684,56967,Site D,beach plum,Breaking leaf buds,8/4/2015,216,0,39,0
5685,56968,Site D,beach plum,Breaking leaf buds,8/6/2015,218,0,39,0
5686,56969,Site D,beach plum,Breaking leaf buds,4/16/2015,106,0,39,0
5687,56970,Site D,beach plum,Breaking leaf buds,8/20/2015,232,0,39,0
5688,56971,Site D,beach plum,Breaking leaf buds,8/25/2015,237,0,39,0
5689,56972,Site D,beach plum,Breaking leaf buds,8/27/2015,239,0,39,0
5690,56973,Site D,beach plum,Breaking leaf buds,9/1/2015,244,0,39,0
5691,56974,Site D,beach plum,Breaking leaf buds,9/3/2015,246,0,39,0
5692,56975,Site D,beach plum,Breaking leaf buds,9/10/2015,253,0,39,0
5693,56976,Site D,beach plum,Breaking leaf buds,9/8/2015,251,0,39,0
5694,56977,Site D,beach plum,Breaking leaf buds,9/15/2015,258,0,39,0
5695,56978,Site D,beach plum,Breaking leaf buds,9/24/2015,267,0,39,0
5696,56979,Site D,beach plum,Breaking leaf buds,9/29/2015,272,0,39,0
5697,56980,Site D,beach plum,Breaking leaf buds,9/22/2015,265,0,39,0
5698,56981,Site D,beach plum,Breaking leaf buds,6/25/2015,176,1,39,3
5699,56982,Site D,beach plum,Breaking leaf buds,10/6/2015,279,0,39,0
5700,56983,Site D,beach plum,Breaking leaf buds,10/8/2015,281,0,39,0
5701,56984,Site D,beach plum,Breaking leaf buds,10/13/2015,286,0,39,0
5702,56985,Site D,beach plum,Breaking leaf buds,10/15/2015,288,0,39,0
5703,56986,Site D,beach plum,Breaking leaf buds,10/20/2015,293,0,39,0
5704,56987,Site D,beach plum,Breaking leaf buds,10/22/2015,295,0,39,0
5705,56988,Site D,beach plum,Breaking leaf buds,10/27/2015,300,0,39,0
5706,56989,Site D,beach plum,Breaking leaf buds,5/17/2016,138,0,39,0
5707,56990,Site D,beach plum,Breaking leaf buds,5/23/2016,144,1,39,2
5708,56991,Site D,beach plum,Breaking leaf buds,5/6/2016,127,0,39,0
5709,56992,Site D,beach plum,Breaking leaf buds,4/27/2016,118,0,39,0
5710,56993,Site D,beach plum,Breaking leaf buds,4/11/2016,102,0,39,0
5711,56994,Site D,beach plum,Breaking leaf buds,4/22/2016,113,0,39,0
5712,56995,Site D,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
5713,56996,Site D,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
5714,56997,Site D,beach plum,Breaking leaf buds,5/20/2016,141,0,39,0
5715,56998,Site D,beach plum,Breaking leaf buds,5/31/2016,152,1,39,4
5716,56999,Site D,beach plum,Breaking leaf buds,6/9/2016,161,1,39,3
5717,57000,Site D,beach plum,Breaking leaf buds,6/7/2016,159,1,39,4
5718,57001,Site D,beach plum,Breaking leaf buds,5/26/2016,147,1,39,4
5719,57002,Site D,beach plum,Breaking leaf buds,6/14/2016,166,1,39,3
5720,57003,Site D,beach plum,Breaking leaf buds,6/3/2016,155,1,39,4
5721,57004,Site D,beach plum,Breaking leaf buds,6/16/2016,168,0,39,0
5722,57005,Site D,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
5723,57006,Site D,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
5724,57007,Site D,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
5725,57008,Site D,beach plum,Breaking leaf buds,6/28/2016,180,0,39,0
5726,57009,Site D,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
5727,57010,Site D,beach plum,Breaking leaf buds,7/5/2016,187,0,39,0
5728,57011,Site D,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
5729,57012,Site D,beach plum,Breaking leaf buds,7/12/2016,194,0,39,0
5730,57013,Site D,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
5731,57014,Site D,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
5732,57015,Site D,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
5733,57016,Site D,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
5734,57017,Site D,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
5735,57018,Site D,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
5736,57019,Site D,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
5737,57020,Site D,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
5738,57021,Site D,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
5739,57022,Site D,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
5740,57023,Site D,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
5741,57024,Site D,beach plum,Breaking leaf buds,4/2/2015,92,0,39,0
5742,57025,Site D,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
5743,57026,Site D,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
5744,57027,Site D,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
5745,57028,Site D,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
5746,57029,Site D,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
5747,57030,Site D,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
5748,57031,Site D,beach plum,Breaking leaf buds,3/22/2017,81,0,39,0
5749,57032,Site D,beach plum,Breaking leaf buds,4/3/2017,93,0,39,0
5750,57033,Site D,beach plum,Breaking leaf buds,4/11/2017,101,0,39,0
5751,57034,Site D,beach plum,Breaking leaf buds,4/18/2017,108,0,39,0
5752,57035,Site D,beach plum,Breaking leaf buds,4/27/2017,117,0,39,0
5753,57036,Site D,beach plum,Breaking leaf buds,5/3/2017,123,0,39,0
5754,57037,Site D,beach plum,Breaking leaf buds,5/9/2017,129,0,39,0
5755,57038,Site D,beach plum,Breaking leaf buds,5/16/2017,136,0,39,0
5756,57039,Site D,beach plum,Breaking leaf buds,5/22/2017,142,1,39,3
5757,57040,Site D,beach plum,Breaking leaf buds,5/30/2017,150,1,39,4
5758,57041,Site D,beach plum,Breaking leaf buds,6/7/2017,158,1,39,4
5759,57042,Site D,beach plum,Breaking leaf buds,6/13/2017,164,1,39,3
5760,57043,Site D,beach plum,Breaking leaf buds,6/16/2017,167,1,39,4
5761,57044,Site D,beach plum,Breaking leaf buds,5/14/2015,134,0,39,0
5762,57045,Site D,beach plum,Breaking leaf buds,6/23/2017,174,1,39,4
5763,57046,Site D,beach plum,Breaking leaf buds,6/27/2017,178,1,39,4
5764,57047,Site D,beach plum,Breaking leaf buds,6/29/2017,180,1,39,4
5765,57048,Site D,beach plum,Breaking leaf buds,7/6/2017,187,1,39,3
5766,57049,Site D,beach plum,Breaking leaf buds,7/10/2017,191,1,39,3
5767,57050,Site D,beach plum,Breaking leaf buds,7/14/2017,195,1,39,1
5768,57051,Site D,beach plum,Breaking leaf buds,7/18/2017,199,1,39,1
5769,57052,Site D,beach plum,Breaking leaf buds,7/21/2017,202,0,39,0
5770,57053,Site D,beach plum,Breaking leaf buds,7/26/2017,207,0,39,0
5771,57054,Site D,beach plum,Breaking leaf buds,7/31/2017,212,0,39,0
5772,57055,Site D,beach plum,Breaking leaf buds,8/4/2017,216,0,39,0
5773,57056,Site D,beach plum,Breaking leaf buds,8/8/2017,220,0,39,0
5774,57057,Site D,beach plum,Breaking leaf buds,8/11/2017,223,0,39,0
5775,57058,Site D,beach plum,Breaking leaf buds,8/14/2017,226,0,39,0
5776,57059,Site D,beach plum,Breaking leaf buds,8/22/2017,234,0,39,0
5777,57060,Site D,beach plum,Breaking leaf buds,8/25/2017,237,0,39,0
5778,57061,Site D,beach plum,Breaking leaf buds,8/18/2017,230,0,39,0
5779,57062,Site D,beach plum,Breaking leaf buds,11/15/2017,319,0,39,0
5780,57063,Site D,beach plum,Breaking leaf buds,9/18/2017,261,0,39,0
5781,57064,Site D,beach plum,Breaking leaf buds,10/2/2017,275,0,39,0
5782,57065,Site D,beach plum,Breaking leaf buds,9/12/2017,255,0,39,0
5783,57066,Site D,beach plum,Breaking leaf buds,3/20/2018,79,0,39,0
5784,57067,Site D,beach plum,Breaking leaf buds,10/23/2017,296,0,39,0
5785,57068,Site D,beach plum,Breaking leaf buds,5/16/2018,136,0,39,0
5786,57069,Site D,beach plum,Breaking leaf buds,4/24/2018,114,0,39,0
